location,total_sqft,bath,price,bhk
HORAMAVU BANASWADI,1156.0,2,46.0,2
HORAMAVU BANASWADI,925.0,2,38.0,2
HORAMAVU BANASWADI,1272.0,2,50.0,2
HORAMAVU BANASWADI,1272.0,2,51.5,2
HORAMAVU BANASWADI,1460.0,2,80.5,2
HORAMAVU BANASWADI,1225.0,2,49.5,2
HORAMAVU BANASWADI,1025.0,2,45.0,2
HORAMAVU BANASWADI,1272.0,2,48.0,2
HORMAVU,1206.0,2,55.0,2
HORMAVU,1123.0,2,56.0,2
HORMAVU,1250.0,2,65.0,2
HORMAVU,1200.0,3,70.0,2
HORMAVU,1065.0,2,50.92,2
HORMAVU,1400.0,2,75.0,2
HORMAVU,1196.0,2,44.8,2
HORMAVU,1165.0,2,40.0,2
HORMAVU,860.0,2,56.0,2
HORMAVU,1351.0,2,53.0,1
HORMAVU,715.0,1,46.0,1
HORMAVU,1143.0,2,53.0,2
HORMAVU,1046.0,2,60.0,2
HORMAVU,1015.0,2,39.08,2
HORMAVU,1385.0,2,69.25,3
HORMAVU,1200.0,2,68.0,2
HORMAVU,1200.0,2,67.0,2
HORMAVU,1200.0,2,68.0,2
HORMAVU,1310.0,2,67.0,2
HORMAVU,1200.0,2,73.0,2
HORMAVU,1130.0,2,42.3,2
HORMAVU,1500.0,2,78.0,2
HORMAVU,1100.0,2,38.0,2
HORMAVU,1180.0,2,50.0,2
HORMAVU,583.0,1,28.275,1
HORMAVU,1175.0,2,52.0,2
HORMAVU,965.0,2,37.15,2
HORMAVU,1129.0,2,44.0,2
HORMAVU,1141.0,2,44.4,2
HORMAVU,1385.0,2,69.0,3
HORMAVU,1030.0,2,49.35,2
HORMAVU,2282.0,4,115.0,4
HORMAVU,1555.0,3,75.0,3
HORMAVU,765.0,2,37.49,2
HORMAVU,980.0,2,42.0,2
HOSA ROAD,1016.0,2,40.0,2
HOSA ROAD,800.0,1,39.99,1
HOSA ROAD,1369.1,2,98.0,2
HOSA ROAD,880.0,2,50.0,2
HOSA ROAD,1680.0,3,101.0,3
HOSA ROAD,1311.0,2,84.86,3
HOSA ROAD,1652.0,3,85.0,3
HOSA ROAD,1161.0,2,55.15,2
HOSA ROAD,615.0,1,43.08,1
HOSA ROAD,625.0,1,43.68,1
HOSA ROAD,1133.0,2,52.0,2
HOSA ROAD,1470.0,2,84.22,3
HOSA ROAD,1538.0,3,107.0,3
HOSA ROAD,1040.0,2,61.0,2
HOSA ROAD,1512.0,3,103.0,3
HOSA ROAD,1532.0,3,98.13,3
HOSA ROAD,1016.0,2,39.95,2
HOSA ROAD,972.0,2,40.0,2
HOSA ROAD,1161.0,2,55.15,2
HOSA ROAD,1893.0,3,130.0,3
HOSA ROAD,1243.0,2,48.5,2
HOSA ROAD,1533.0,3,98.18,3
HOSA ROAD,1332.0,2,86.12,3
HOSA ROAD,1161.0,2,48.75,2
HOSAKEREHALLI,925.0,2,46.5,2
HOSAKEREHALLI,3024.0,5,350.0,4
HOSAKEREHALLI,2376.0,3,203.0,3
HOSAKEREHALLI,3205.0,5,380.0,4
HOSAKEREHALLI,1304.0,2,100.0,2
HOSAKEREHALLI,1200.0,2,100.0,3
HOSAKEREHALLI,2378.0,3,262.0,3
HOSAKEREHALLI,1500.0,6,145.0,5
HOSAKEREHALLI,925.0,2,46.25,2
HOSAKEREHALLI,2400.0,5,250.0,5
HOSAKEREHALLI,1085.0,2,47.74,2
HOSAKEREHALLI,3205.0,4,300.0,4
HOSAKEREHALLI,600.0,2,65.0,2
HOSAKEREHALLI,1500.0,3,70.0,4
HOSKOTE,1225.0,3,40.0,3
HOSKOTE,1250.0,3,50.0,3
HOSKOTE,1395.0,2,63.0,3
HOSKOTE,1065.0,2,33.75,2
HOSKOTE,1003.5,2,28.095,2
HOSKOTE,1170.0,2,45.0,2
HOSKOTE,1740.0,3,60.0,3
HOSKOTE,945.0,2,35.0,2
HOSKOTE,1065.0,2,31.5,2
HOSKOTE,509.0,1,23.0,1
HOSKOTE,1200.0,3,57.0,3
HOSUR ROAD,1250.0,2,55.0,2
HOSUR ROAD,1179.0,2,49.0,2
HOSUR ROAD,1194.0,2,69.0,2
HOSUR ROAD,1689.0,3,103.0,3
HOSUR ROAD,1250.0,2,50.0,3
HOSUR ROAD,1733.0,2,85.0,3
HOSUR ROAD,1427.0,2,80.63,3
HOSUR ROAD,1689.0,3,103.0,3
HOSUR ROAD,1508.0,2,110.0,3
HOSUR ROAD,1464.0,3,56.0,3
HOSUR ROAD,1689.0,3,103.0,3
HOSUR ROAD,1170.0,2,48.0,2
HOSUR ROAD,1685.0,3,90.0,3
HOSUR ROAD,2000.0,4,130.0,4
HOSUR ROAD,1510.0,2,105.0,3
HOSUR ROAD,3600.0,5,180.0,5
HOSUR ROAD,460.0,1,21.0,1
HRBR LAYOUT,1335.0,2,87.0,3
HRBR LAYOUT,1210.0,2,75.0,2
HRBR LAYOUT,1170.0,2,75.0,2
HRBR LAYOUT,1145.0,2,68.5,2
HRBR LAYOUT,1625.0,3,120.0,3
HRBR LAYOUT,1300.0,2,90.0,2
HRBR LAYOUT,1440.0,2,98.0,2
HSR LAYOUT,4200.0,5,245.0,5
HSR LAYOUT,1289.0,2,70.0,2
HSR LAYOUT,1750.0,3,95.0,3
HSR LAYOUT,1127.0,2,68.0,2
HSR LAYOUT,1027.0,2,44.0,2
HSR LAYOUT,1650.0,3,110.0,3
HSR LAYOUT,1185.0,2,60.0,2
HSR LAYOUT,1009.0,2,56.0,2
HSR LAYOUT,1120.0,2,70.0,2
HSR LAYOUT,1600.0,2,115.0,3
HSR LAYOUT,1372.0,2,61.0,2
HSR LAYOUT,1203.0,2,60.0,2
HSR LAYOUT,1467.0,2,55.0,2
HSR LAYOUT,1142.0,2,65.0,2
HSR LAYOUT,1300.0,2,98.0,2
HSR LAYOUT,2792.0,4,220.0,4
HSR LAYOUT,1145.0,2,46.0,2
HSR LAYOUT,1203.0,2,60.0,2
HSR LAYOUT,1100.0,2,44.0,2
HSR LAYOUT,1126.0,2,69.0,2
HULIMAVU,1058.0,2,48.0,2
HULIMAVU,1277.0,2,46.0,2
HULIMAVU,850.0,1,39.5,2
HULIMAVU,688.0,1,50.0,1
HULIMAVU,1255.0,2,69.0,2
HULIMAVU,1430.0,2,90.0,3
HULIMAVU,1916.0,2,150.0,3
HULIMAVU,1255.0,2,74.0,2
HULIMAVU,1100.0,2,71.5,2
HULIMAVU,1127.0,2,65.0,2
HULIMAVU,1200.0,2,75.0,2
HULIMAVU,1300.0,2,36.0,2
HULIMAVU,1011.0,2,38.0,2
HULIMAVU,1000.0,2,45.0,2
HULIMAVU,1200.0,4,75.0,4
HULIMAVU,1115.0,2,44.6,2
HULIMAVU,450.0,1,20.0,1
HULIMAVU,1260.0,2,82.0,3
HULIMAVU,1315.0,2,60.48,2
HULIMAVU,1823.0,3,100.0,3
HULIMAVU,1375.0,2,80.0,2
HULIMAVU,1248.0,2,69.0,2
HULIMAVU,1231.0,2,84.5,2
HULIMAVU,1200.0,4,75.0,4
HULIMAVU,1500.0,2,90.0,2
HULIMAVU,1050.0,2,125.0,2
HULIMAVU,1200.0,2,50.0,2
HULIMAVU,1276.0,2,76.0,2
IBLUR VILLAGE,3596.0,5,279.0,4
IBLUR VILLAGE,3596.0,4,268.0,4
IBLUR VILLAGE,1920.0,3,130.0,3
IBLUR VILLAGE,1920.0,3,150.0,3
IBLUR VILLAGE,3596.0,5,290.0,4
IBLUR VILLAGE,3235.0,3,235.0,3
IBLUR VILLAGE,2666.0,4,200.0,3
IBLUR VILLAGE,1995.0,3,135.0,3
IBLUR VILLAGE,3596.0,5,260.0,4
IBLUR VILLAGE,1920.0,3,130.0,3
IBLUR VILLAGE,5515.0,6,425.0,5
IBLUR VILLAGE,2100.0,4,145.0,3
IBLUR VILLAGE,3596.0,5,297.0,4
IBLUR VILLAGE,2000.0,4,138.0,3
INDIRA NAGAR,2070.0,3,225.0,3
INDIRA NAGAR,1440.0,3,275.0,3
INDIRA NAGAR,1470.0,2,170.0,2
INDIRA NAGAR,1650.0,3,220.0,3
INDIRA NAGAR,1145.0,2,100.0,2
INDIRA NAGAR,2400.0,6,475.0,6
INDIRA NAGAR,850.0,1,57.0,1
INDIRA NAGAR,1475.0,2,171.0,2
INDIRA NAGAR,1650.0,3,200.0,3
INDIRA NAGAR,850.0,1,60.0,1
INDIRA NAGAR,2400.0,4,405.0,4
INDIRA NAGAR,3200.0,4,440.0,4
INDIRA NAGAR,500.0,1,70.0,1
INDIRA NAGAR,2800.0,4,365.0,4
INDIRA NAGAR,2700.0,3,324.0,3
INDIRA NAGAR,2400.0,4,525.0,4
INDIRA NAGAR,1260.0,2,100.0,2
INDIRA NAGAR,1400.0,2,168.0,2
INDIRA NAGAR,2601.0,4,312.0,3
INDIRA NAGAR,1740.0,3,191.0,3
INDIRA NAGAR,1210.0,2,102.0,2
ISRO LAYOUT,1370.0,2,87.0,3
ISRO LAYOUT,1000.0,2,60.0,2
ISRO LAYOUT,1310.0,2,68.0,3
ISRO LAYOUT,1180.0,2,52.0,2
ISRO LAYOUT,4200.0,4,255.0,4
ISRO LAYOUT,4400.0,6,250.0,6
JAKKUR,1865.0,3,124.0,3
JAKKUR,1785.0,3,130.0,3
JAKKUR,1260.0,2,71.195,2
JAKKUR,1950.0,3,131.0,3
JAKKUR,2423.0,4,160.0,3
JAKKUR,1417.0,2,75.0,2
JAKKUR,1396.0,2,86.51,3
JAKKUR,1645.0,3,100.0,3
JAKKUR,1282.0,2,72.0,2
JAKKUR,1424.0,2,80.0,2
JAKKUR,1710.0,3,110.0,3
JAKKUR,1590.0,2,125.0,3
JAKKUR,1660.0,3,104.0,3
JAKKUR,1080.0,2,60.0,2
JAKKUR,1230.0,2,76.0,2
JAKKUR,1291.0,2,75.0,2
JAKKUR,1432.0,2,85.0,2
JAKKUR,1452.19,2,100.0,2
JAKKUR,1300.0,2,85.0,2
JAKKUR,1300.0,2,80.0,2
JAKKUR,2197.0,3,136.0,3
JAKKUR,1650.0,3,111.0,3
JAKKUR,1290.0,2,85.0,2
JAKKUR,1100.0,2,53.35,2
JAKKUR,1202.0,2,79.0,2
JAKKUR,1816.0,3,119.0,3
JAKKUR,1483.0,2,98.0,2
JALAHALLI,1200.0,2,66.0,1
JALAHALLI,1045.0,2,76.77,2
JALAHALLI,2384.0,4,165.0,3
JALAHALLI,1569.0,3,118.0,3
JALAHALLI,1694.0,2,125.0,2
JALAHALLI,1313.0,2,68.0,2
JALAHALLI,1470.0,2,102.0,3
JALAHALLI,1407.0,2,98.49,2
JALAHALLI,600.0,1,37.0,1
JALAHALLI,615.0,1,46.0,1
JALAHALLI,1045.0,2,58.0,2
JALAHALLI,1000.0,2,70.0,2
JALAHALLI,2250.0,3,160.0,3
JALAHALLI,1400.0,1,80.0,2
JALAHALLI,905.0,2,55.0,2
JALAHALLI,790.0,2,49.5,2
JALAHALLI,1200.0,4,90.0,4
JIGANI,924.0,2,65.0,2
JIGANI,939.0,2,39.0,2
JIGANI,920.0,2,46.0,2
JIGANI,943.0,2,49.5,2
JIGANI,918.0,2,52.0,2
JIGANI,1252.0,3,70.0,3
JIGANI,933.0,2,43.0,2
JIGANI,3170.0,5,230.0,4
JIGANI,914.0,2,55.0,2
JIGANI,4303.5,2,226.0,4
JIGANI,918.0,2,45.0,2
JIGANI,1221.0,3,75.0,3
JIGANI,918.0,2,55.0,2
JIGANI,918.0,2,63.2,2
JIGANI,923.0,2,50.0,2
JIGANI,914.0,2,47.0,2
JIGANI,2400.0,3,149.0,3
JIGANI,918.0,2,50.0,2
JIGANI,937.0,2,44.0,2
JIGANI,927.0,2,55.0,2
JIGANI,1221.0,3,72.0,3
JIGANI,1221.0,3,70.0,3
JIGANI,1020.0,2,40.0,2
JIGANI,918.0,2,56.0,2
JP NAGAR,1960.0,3,138.0,3
JP NAGAR,820.0,2,45.0,2
JP NAGAR,1150.0,2,90.0,2
JP NAGAR,1250.0,2,60.0,2
JP NAGAR,1100.0,2,45.0,2
JP NAGAR,2195.0,2,152.0,3
JP NAGAR,3496.5,2,237.5,3
JP NAGAR,1690.0,3,112.0,3
JP NAGAR,1300.0,2,90.87,2
JP NAGAR,1197.0,2,47.88,2
JP NAGAR,2700.0,4,160.0,7
JP NAGAR,1157.0,2,73.0,2
JP NAGAR,1750.0,3,123.0,3
JP NAGAR,5520.0,2,375.0,5
JP NAGAR,1500.0,2,108.0,3
JP NAGAR,1352.5,2,93.865,2
JP NAGAR,1250.0,2,93.0,2
JP NAGAR,1300.0,2,91.65,2
JP NAGAR,1850.0,2,110.0,3
JP NAGAR,940.0,2,49.0,2
JP NAGAR,1048.0,2,44.0,2
JP NAGAR,1315.0,2,85.4,3
JP NAGAR,4624.5,4,314.5,4
JP NAGAR,1100.0,2,70.0,2
JP NAGAR,1405.0,2,99.0,2
JP NAGAR,1200.0,2,62.0,2
JUDICIAL LAYOUT,1300.0,3,64.0,3
JUDICIAL LAYOUT,1100.0,2,53.0,3
JUDICIAL LAYOUT,900.0,2,40.0,2
JUDICIAL LAYOUT,1500.0,3,162.0,4
JUDICIAL LAYOUT,1165.0,2,49.61,2
JUDICIAL LAYOUT,5400.0,4,700.0,5
JUDICIAL LAYOUT,2330.0,3,94.71,4
KADUGODI,1890.0,4,125.0,3
KADUGODI,1762.0,3,112.0,3
KADUGODI,1100.0,2,45.0,2
KADUGODI,1198.0,2,58.0,2
KADUGODI,1010.0,2,50.0,2
KADUGODI,1762.0,3,109.0,3
KADUGODI,1314.0,2,68.2,2
KADUGODI,1890.0,4,125.0,3
KADUGODI,1152.0,2,61.0,2
KADUGODI,1875.0,2,110.0,3
KADUGODI,1394.0,2,56.0,2
KADUGODI,1314.0,2,78.0,2
KADUGODI,1351.0,2,78.0,3
KADUGODI,925.0,1,40.7,1
KADUGODI,1890.0,4,127.0,3
KADUGODI,1196.0,2,60.0,2
KADUGODI,1645.0,2,82.0,3
KAGGADASAPURA,1050.0,2,48.0,2
KAGGADASAPURA,1140.0,2,46.0,2
KAGGADASAPURA,1132.0,2,42.0,2
KAGGADASAPURA,1106.0,2,40.0,2
KAGGADASAPURA,1060.0,2,48.0,2
KAGGADASAPURA,1225.0,2,48.0,2
KAGGADASAPURA,1035.0,2,45.5,2
KAGGADASAPURA,1470.0,2,75.0,3
KAGGADASAPURA,1280.0,2,56.0,3
KAGGADASAPURA,1400.0,2,68.0,3
KAGGADASAPURA,1110.0,2,53.0,2
KAGGADASAPURA,1175.0,2,50.0,2
KAGGADASAPURA,1275.0,2,52.0,2
KAGGADASAPURA,1000.0,2,43.0,2
KAGGADASAPURA,1560.0,2,72.0,3
KAGGADASAPURA,1150.0,2,45.0,2
KAGGADASAPURA,1180.0,1,50.0,2
KAGGADASAPURA,1455.0,3,75.0,3
KAGGADASAPURA,1225.0,2,48.0,2
KAGGADASAPURA,1325.0,2,50.0,2
KAGGADASAPURA,1150.0,2,42.0,2
KAGGADASAPURA,1200.0,2,53.0,2
KAGGADASAPURA,1240.0,2,45.0,2
KAGGADASAPURA,1240.0,2,58.58,2
KAGGADASAPURA,1045.0,2,55.0,2
KAGGADASAPURA,1485.0,2,70.0,3
KAGGADASAPURA,960.0,2,45.0,2
KAGGADASAPURA,1500.0,3,75.0,3
KAGGADASAPURA,1105.0,2,39.5,2
KAGGADASAPURA,2150.0,4,100.0,4
KAGGALIPURA,950.0,2,48.0,2
KAGGALIPURA,700.0,1,35.0,1
KAGGALIPURA,1000.0,2,60.0,2
KAGGALIPURA,950.0,2,47.0,2
KAGGALIPURA,1210.0,2,58.0,3
KAGGALIPURA,1150.0,2,62.0,3
KAGGALIPURA,950.0,2,45.0,2
KAGGALIPURA,1210.0,2,65.0,3
KAGGALIPURA,700.0,1,38.0,1
KAGGALIPURA,1150.0,2,55.0,3
KAIKONDRAHALLI,1253.0,2,81.5,2
KAIKONDRAHALLI,1250.0,2,78.0,2
KAIKONDRAHALLI,1039.0,2,80.0,2
KAIKONDRAHALLI,1342.0,3,92.0,3
KAIKONDRAHALLI,3381.0,6,225.0,6
KAIKONDRAHALLI,1700.0,4,108.0,4
KAIKONDRAHALLI,1220.0,3,56.0,3
KAIKONDRAHALLI,991.0,2,64.0,2
KAIKONDRAHALLI,1645.0,3,100.0,3
KAIKONDRAHALLI,1605.0,3,105.0,3
KALENA AGRAHARA,1040.0,2,45.0,2
KALENA AGRAHARA,1325.0,2,76.0,2
KALENA AGRAHARA,1200.0,2,50.0,2
KALENA AGRAHARA,1222.0,2,48.0,2
KALENA AGRAHARA,1200.0,2,45.0,2
KALENA AGRAHARA,1902.0,3,89.0,3
KALENA AGRAHARA,1425.0,2,70.0,3
KALENA AGRAHARA,1804.0,3,120.0,3
KALENA AGRAHARA,900.0,2,40.0,2
KALENA AGRAHARA,1450.0,2,85.0,3
KALENA AGRAHARA,800.0,2,40.0,2
KALENA AGRAHARA,610.0,1,39.0,1
KALENA AGRAHARA,1837.0,2,95.0,3
KALENA AGRAHARA,1187.0,2,52.0,2
KALENA AGRAHARA,1354.0,2,71.0,2
KALENA AGRAHARA,800.0,2,30.0,2
KALYAN NAGAR,1290.0,2,110.0,2
KALYAN NAGAR,1250.0,2,65.0,2
KALYAN NAGAR,1280.0,2,48.0,2
KALYAN NAGAR,820.0,2,39.0,2
KALYAN NAGAR,1198.0,2,65.0,2
KALYAN NAGAR,2422.0,3,150.0,4
KALYAN NAGAR,3800.0,5,300.0,4
KALYAN NAGAR,1086.0,2,44.5,2
KAMBIPURA,883.0,2,45.0,2
KAMBIPURA,883.0,2,39.0,2
KAMBIPURA,1082.0,2,56.0,3
KAMBIPURA,883.0,2,44.0,2
KAMBIPURA,1082.0,2,55.0,3
KAMMANAHALLI,1666.0,4,150.0,5
KAMMANAHALLI,1200.0,3,80.0,2
KAMMANAHALLI,2900.0,4,200.0,4
KAMMANAHALLI,700.0,1,59.0,1
KAMMASANDRA,870.0,2,24.0,2
KAMMASANDRA,1030.0,1,25.75,2
KAMMASANDRA,1080.0,2,31.99,2
KAMMASANDRA,985.0,2,40.5,2
KAMMASANDRA,1415.0,2,60.0,2
KAMMASANDRA,990.0,2,31.5,2
KAMMASANDRA,992.0,2,25.79,2
KAMMASANDRA,657.5,1,18.41,1
KAMMASANDRA,940.0,2,35.0,2
KAMMASANDRA,610.0,1,18.5,1
KAMMASANDRA,1595.0,3,65.0,3
KAMMASANDRA,1500.0,3,65.0,3
KAMMASANDRA,982.0,2,25.53,2
KAMMASANDRA,810.0,2,24.5,2
KAMMASANDRA,1156.0,2,32.0,2
KAMMASANDRA,1057.0,2,35.0,2
KAMMASANDRA,912.0,2,39.0,3
KANAKAPURA,1295.0,2,64.0,2
KANAKAPURA,929.0,2,46.0,2
KANAKAPURA,1489.0,2,70.0,3
KANAKAPURA,1340.0,2,65.0,2
KANAKAPURA,1699.0,3,97.0,3
KANAKAPURA,2130.0,4,120.0,4
KANAKAPURA,1160.0,2,46.39,2
KANAKAPURA,1020.0,2,42.83,2
KANAKAPURA,2200.0,3,121.0,3
KANAKAPURA,945.0,2,47.0,2
KANAKAPURA,551.0,1,30.0,1
KANAKAPURA,825.0,1,35.475,1
KANAKAPURA,1450.0,3,75.0,3
KANAKAPURA,1130.0,2,45.2,2
KANAKAPURA,1419.0,3,75.0,3
KANAKAPURA,1254.0,2,70.0,3
KANAKAPURA,1277.0,2,55.0,2
KANAKAPURA,1151.0,2,59.0,2
KANAKAPURA,711.0,1,36.0,1
KANAKAPURA,938.0,1,50.0,1
KANAKAPURA,1477.0,2,69.5,3
KANAKPURA ROAD,700.0,2,40.0,2
KANAKPURA ROAD,712.0,1,38.44,1
KANAKPURA ROAD,700.0,2,40.0,2
KANAKPURA ROAD,1100.0,3,58.0,3
KANAKPURA ROAD,900.0,2,46.0,2
KANAKPURA ROAD,700.0,1,41.0,2
KANAKPURA ROAD,1420.0,2,75.0,3
KANAKPURA ROAD,1665.0,3,86.58,3
KANAKPURA ROAD,1665.0,3,86.91,3
KANAKPURA ROAD,525.0,1,26.25,1
KANAKPURA ROAD,525.0,1,30.0,1
KANAKPURA ROAD,1290.0,2,74.0,2
KANAKPURA ROAD,1622.0,3,95.0,3
KANAKPURA ROAD,850.0,1,37.32,1
KANAKPURA ROAD,1299.0,2,85.0,2
KANAKPURA ROAD,525.0,2,27.0,1
KANAKPURA ROAD,525.0,1,27.25,1
KANAKPURA ROAD,1200.0,2,62.0,2
KANAKPURA ROAD,1600.0,3,90.0,3
KANAKPURA ROAD,1498.0,3,95.0,3
KANAKPURA ROAD,2546.0,3,170.0,3
KANAKPURA ROAD,900.0,2,46.0,2
KANAKPURA ROAD,1900.0,3,125.0,3
KANAKPURA ROAD,1900.0,3,99.0,3
KANAKPURA ROAD,525.0,1,27.0,1
KANAKPURA ROAD,1843.0,3,96.2,3
KANAKPURA ROAD,525.0,1,26.0,1
KANAKPURA ROAD,1700.0,3,88.0,3
KANAKPURA ROAD,525.0,1,30.0,1
KANAKPURA ROAD,525.0,1,30.0,1
KANAKPURA ROAD,1560.0,3,92.0,3
KANAKPURA ROAD,700.0,2,40.0,2
KANAKPURA ROAD,670.0,1,35.0,1
KANAKPURA ROAD,525.0,1,25.0,1
KANAKPURA ROAD,1843.0,3,95.0,3
KANAKPURA ROAD,2100.0,3,140.0,3
KANAKPURA ROAD,1430.0,2,78.0,2
KANAKPURA ROAD,1100.0,3,58.0,3
KANAKPURA ROAD,950.0,2,57.0,2
KANAKPURA ROAD,1100.0,3,58.0,3
KANAKPURA ROAD,1140.0,2,65.0,2
KANAKPURA ROAD,900.0,2,46.0,2
KANAKPURA ROAD,1050.0,2,59.0,3
KANAKPURA ROAD,1665.0,3,88.0,3
KANAKPURA ROAD,1366.0,3,76.85,2
KANAKPURA ROAD,1339.0,2,85.0,2
KANAKPURA ROAD,1322.0,2,70.0,2
KANAKPURA ROAD,2265.0,3,136.0,3
KANAKPURA ROAD,825.0,1,36.29,1
KANAKPURA ROAD,1507.0,2,95.0,3
KANAKPURA ROAD,525.0,2,21.53,1
KANAKPURA ROAD,1665.0,3,86.58,3
KANAKPURA ROAD,1698.0,2,105.0,2
KANAKPURA ROAD,1240.0,2,65.0,2
KANAKPURA ROAD,983.0,2,50.6,2
KANAKPURA ROAD,525.0,1,26.01,1
KANAKPURA ROAD,700.0,2,36.0,2
KANAKPURA ROAD,1290.0,2,80.0,2
KANAKPURA ROAD,1135.0,2,58.0,2
KANAKPURA ROAD,525.0,1,27.5,1
KANAKPURA ROAD,1495.0,2,90.0,2
KANAKPURA ROAD,525.0,2,27.0,1
KANAKPURA ROAD,1938.0,3,105.0,3
KANAKPURA ROAD,1843.0,3,96.2,3
KANNAMANGALA,1536.0,3,89.0,3
KANNAMANGALA,957.0,2,58.0,2
KANNAMANGALA,2422.0,4,135.0,4
KANNAMANGALA,957.0,2,56.0,2
KANNAMANGALA,957.0,2,56.0,2
KANNAMANGALA,957.0,2,52.5,2
KANNAMANGALA,1536.0,3,107.0,3
KANNAMANGALA,3000.0,4,200.0,4
KARUNA NAGAR,1057.0,2,65.0,2
KARUNA NAGAR,2500.0,3,190.0,3
KARUNA NAGAR,1960.0,3,165.0,3
KARUNA NAGAR,1354.0,2,98.0,3
KARUNA NAGAR,1962.0,3,175.0,3
KARUNA NAGAR,2500.0,3,180.0,3
KASAVANHALLI,950.0,2,39.0,2
KASAVANHALLI,1147.0,2,60.0,2
KASAVANHALLI,1214.0,2,67.0,2
KASAVANHALLI,1375.0,2,78.0,2
KASAVANHALLI,770.0,1,43.82,1
KASAVANHALLI,1158.0,2,67.0,2
KASAVANHALLI,1719.0,3,116.0,3
KASAVANHALLI,1747.0,3,110.0,3
KASAVANHALLI,1200.0,2,50.0,2
KASAVANHALLI,1121.0,2,75.0,2
KASAVANHALLI,1100.0,2,68.0,2
KASAVANHALLI,1069.0,2,55.0,2
KASAVANHALLI,1563.05,3,105.0,3
KASAVANHALLI,1060.0,2,58.06,2
KASAVANHALLI,1585.0,2,90.0,2
KASAVANHALLI,1787.0,3,123.0,3
KASAVANHALLI,4000.0,4,325.0,4
KASAVANHALLI,1200.0,2,50.3,2
KASAVANHALLI,1121.0,2,78.0,2
KASAVANHALLI,1125.0,2,61.2,2
KASAVANHALLI,1476.0,3,95.0,3
KASAVANHALLI,4408.0,4,344.0,4
KASAVANHALLI,2170.0,3,151.0,3
KASAVANHALLI,1476.0,3,89.0,3
KASAVANHALLI,1115.0,2,50.0,2
KASAVANHALLI,4260.0,4,333.0,4
KASAVANHALLI,1717.0,3,99.0,3
KASAVANHALLI,1715.0,3,112.0,3
KASAVANHALLI,5000.0,2,400.0,3
KASAVANHALLI,1200.0,2,78.0,2
KASAVANHALLI,1495.0,2,110.0,2
KASAVANHALLI,1309.0,2,95.0,2
KASAVANHALLI,1189.0,2,45.0,2
KASAVANHALLI,1225.0,2,69.0,3
KASAVANHALLI,3260.0,4,240.0,4
KASAVANHALLI,1691.0,3,104.0,3
KASAVANHALLI,2111.0,4,120.0,3
KASAVANHALLI,1495.0,2,83.0,2
KASAVANHALLI,1377.0,2,80.0,2
KASAVANHALLI,1476.0,3,105.0,3
KASAVANHALLI,1181.0,2,61.0,2
KASAVANHALLI,1230.0,2,66.25,2
KASTURI NAGAR,1500.0,2,80.0,3
KASTURI NAGAR,1925.0,3,125.0,3
KASTURI NAGAR,1567.0,2,92.0,2
KASTURI NAGAR,1080.0,2,80.0,2
KASTURI NAGAR,1565.0,3,88.5,3
KASTURI NAGAR,1101.0,2,65.0,2
KASTURI NAGAR,1570.0,3,110.0,3
KASTURI NAGAR,2507.0,4,155.0,4
KASTURI NAGAR,1100.0,2,58.0,2
KATHRIGUPPE,1350.0,2,80.99,3
KATHRIGUPPE,1250.0,2,68.75,3
KATHRIGUPPE,1350.0,2,80.99,3
KATHRIGUPPE,1250.0,2,68.75,2
KATHRIGUPPE,1245.0,2,68.48,3
KATHRIGUPPE,1365.0,2,75.08,3
KATHRIGUPPE,1335.0,2,73.43,3
KATHRIGUPPE,1400.0,2,77.0,3
KATHRIGUPPE,1350.0,2,87.01,3
KATHRIGUPPE,1250.0,2,68.75,3
KAVAL BYRASANDRA,1450.0,3,75.0,3
KAVAL BYRASANDRA,1400.0,3,75.0,3
KAVAL BYRASANDRA,1180.0,2,60.0,2
KAVAL BYRASANDRA,1100.0,2,46.0,2
KAVAL BYRASANDRA,1125.0,2,41.5,2
KAVAL BYRASANDRA,1066.0,2,55.0,2
KAVAL BYRASANDRA,945.0,2,50.0,2
KAVAL BYRASANDRA,1200.0,2,49.5,2
KAVAL BYRASANDRA,480.0,1,25.0,1
KAVAL BYRASANDRA,1025.0,2,60.0,2
KAVAL BYRASANDRA,1060.0,2,45.0,2
KAVAL BYRASANDRA,997.0,2,53.0,2
KAVAL BYRASANDRA,1200.0,2,52.0,2
KENCHENAHALLI,700.0,1,35.0,1
KENCHENAHALLI,1015.0,2,58.0,2
KENCHENAHALLI,870.0,1,45.0,2
KENCHENAHALLI,1150.0,2,57.0,2
KENCHENAHALLI,1150.0,2,60.0,2
KENCHENAHALLI,1150.0,2,58.0,2
KENCHENAHALLI,1060.0,2,52.0,2
KENCHENAHALLI,1015.0,2,60.0,2
KENGERI,1082.0,2,49.0,3
KENGERI,540.0,1,22.5,1
KENGERI,2500.0,4,100.0,5
KENGERI,725.0,2,30.0,2
KENGERI,1200.0,3,67.0,3
KENGERI,963.0,2,40.0,2
KENGERI,750.0,2,38.0,2
KENGERI,416.0,1,19.5,1
KENGERI,1220.0,2,63.0,2
KENGERI,550.0,1,16.75,1
KENGERI,750.0,2,36.0,2
KENGERI,750.0,2,40.0,2
KENGERI,883.0,2,49.0,2
KENGERI,340.0,1,10.0,1
KENGERI,726.0,2,35.0,2
